#{"t_start": 1706727624.0760794, "env_id": "CurvyRaceEnv-v0"}
r,l,t
141.844679,100,193.165479
154.655597,100,193.337127
228.921305,100,193.518783
20.564736,100,193.698437
188.542438,100,193.866582
101.175387,100,194.044735
118.543147,100,194.226892
206.375591,100,194.405044
125.307356,100,194.588202
153.107625,100,194.78387
195.912375,100,194.961523
204.348066,100,195.151186
274.183558,100,195.332341
-1.251661,100,195.506491
50.642896,100,195.687647
-11.493449,100,195.8658
95.477712,100,196.047456
250.318313,100,196.234617
43.091205,100,196.416273
-11.687195,100,196.593925
-91.802817,100,196.782587
143.482627,100,196.969748
277.854764,100,197.489195
167.83784,100,197.655838
222.851156,100,197.83199
0.53402,100,198.004638
70.139724,100,198.185793
223.197045,100,198.358943
175.043706,100,198.529088
218.18147,100,198.711245
210.949795,100,198.887897
218.734076,100,199.058043
231.133011,100,199.232693
72.140078,100,199.405842
251.994988,100,199.588999
244.554938,100,199.769154
224.716996,100,199.943303
279.920083,100,200.123959
257.151373,100,200.308117
284.897078,100,200.488772
242.781895,100,200.670929
79.016973,100,200.849582
182.997044,100,201.028236
72.662137,100,201.20739
156.178213,100,201.387045
242.470127,100,201.568199
